session,scan_idx,readout_id,brain_area,layer,unit_id
7,3,3867,AL,L4,4192
5,7,7582,AL,L5,8293
6,6,1038,RL,L23,1135
7,3,5055,RL,L4,5495
6,4,6873,RL,L5,7421
7,5,2137,V1,L23,2350
8,5,7868,V1,L4,8362
5,6,6329,V1,L5,6904
4,7,3230,AL,L23,3679
5,7,3724,AL,L4,4073
7,5,4475,RL,L23,4928
4,7,5695,RL,L4,6422
6,2,6937,RL,L5,7513
5,6,2021,V1,L23,2206
7,3,5028,V1,L4,5463
7,3,8317,V1,L5,8974
9,3,1406,AL,L23,1524
7,5,6576,AL,L4,7282
6,4,1946,RL,L23,2130
8,5,7743,RL,L4,8221
7,3,7931,RL,L5,8564
9,4,7812,V1,L23,8364
4,7,5781,V1,L4,6517
6,7,7463,V1,L5,8164
7,5,1339,AL,L23,1479
5,6,4869,AL,L4,5295
9,6,4074,RL,L23,4383
5,6,4020,RL,L4,4379
5,7,6114,RL,L5,6730
9,4,4835,V1,L23,5189
9,3,2635,V1,L4,2819
6,6,6024,V1,L5,6489
4,7,515,AL,L23,646
7,5,5997,AL,L4,6645
7,5,4482,RL,L23,4937
7,3,4737,RL,L4,5148
5,7,6034,RL,L5,6646
9,6,1892,V1,L23,2035
5,6,4364,V1,L4,4748
7,3,8074,V1,L5,8708
4,7,2256,AL,L23,2606
5,7,3732,AL,L4,4090
5,7,2364,RL,L23,2605
5,7,4924,RL,L4,5414
7,3,8456,RL,L5,9119
9,4,7012,V1,L23,7509
9,3,2371,V1,L4,2542
7,3,6719,V1,L5,7270
9,6,4859,AL,L23,5209
9,3,6661,AL,L4,7246
9,4,3911,RL,L23,4205
7,3,4130,RL,L4,4478
6,6,6534,RL,L5,7056
6,2,1437,V1,L23,1569
6,2,4681,V1,L4,5064
4,7,5750,V1,L5,6481
6,6,3334,AL,L23,3603
5,6,3860,AL,L4,4209
7,5,3868,RL,L23,4269
8,5,7692,RL,L4,8161
6,6,6684,RL,L5,7222
6,7,3459,V1,L23,3805
6,4,4156,V1,L4,4506
5,6,6956,V1,L5,7587
9,4,7759,AL,L23,8310
8,5,7032,AL,L4,7444
6,4,1110,RL,L23,1211
5,6,4993,RL,L4,5433
6,4,6187,RL,L5,6694
7,5,1724,V1,L23,1894
9,3,5041,V1,L4,5454
5,6,6912,V1,L5,7541
6,4,2083,AL,L23,2285
6,7,6428,AL,L4,7082
9,4,7832,RL,L23,8388
9,3,4807,RL,L4,5200
6,4,6145,RL,L5,6652
5,6,1593,V1,L23,1718
4,7,5406,V1,L4,6079
7,3,8390,V1,L5,9053
4,7,2917,AL,L23,3344
9,3,2438,AL,L4,2612
9,4,4031,RL,L23,4330
7,5,6151,RL,L4,6813
6,7,6415,RL,L5,7068
6,6,1329,V1,L23,1442
5,7,4150,V1,L4,4556
6,2,6303,V1,L5,6817
4,7,2966,AL,L23,3400
8,5,8014,AL,L4,8519
9,6,3857,RL,L23,4154
9,3,7535,RL,L4,8188
6,4,6829,RL,L5,7374
4,7,2891,V1,L23,3316
5,6,4589,V1,L4,4994
6,6,6462,V1,L5,6979
8,5,5453,AL,L23,5750
7,3,3894,AL,L4,4227
6,7,3570,RL,L23,3928
9,3,4217,RL,L4,4554
6,4,7756,RL,L5,8348
9,6,2074,V1,L23,2229
9,3,7386,V1,L4,8023
7,3,8239,V1,L5,8891
9,4,5047,AL,L23,5411
6,2,4486,AL,L4,4854
7,5,1506,RL,L23,1663
7,5,6080,RL,L4,6738
6,4,7715,RL,L5,8307
6,4,4164,V1,L23,4515
5,7,4046,V1,L4,4437
6,4,6201,V1,L5,6708
7,3,1330,AL,L23,1447
7,3,3965,AL,L4,4306
9,4,4019,RL,L23,4318
7,3,4096,RL,L4,4442
6,7,6054,RL,L5,6672
6,7,3906,V1,L23,4298
6,6,6113,V1,L4,6587
6,6,7920,V1,L5,8499
5,7,2177,AL,L23,2387
9,3,5288,AL,L4,5720
9,4,6751,RL,L23,7237
9,3,4294,RL,L4,4635
7,5,8101,RL,L5,8925
8,5,4924,V1,L23,5184
8,5,7806,V1,L4,8294
6,7,6479,V1,L5,7137
6,4,3542,AL,L23,3858
7,5,5981,AL,L4,6626
4,7,2303,RL,L23,2657
9,3,2463,RL,L4,2637
5,6,6902,RL,L5,7529
8,5,2065,V1,L23,2171
9,3,7347,V1,L4,7978
4,7,7382,V1,L5,8273
5,7,2273,AL,L23,2492
9,3,2678,AL,L4,2864
7,5,1818,RL,L23,2008
9,3,4792,RL,L4,5181
4,7,6863,RL,L5,7708
6,4,1460,V1,L23,1584
9,3,4939,V1,L4,5345
7,3,8001,V1,L5,8635
6,2,3761,AL,L23,4089
9,3,6702,AL,L4,7290
9,6,3817,RL,L23,4111
6,4,5981,RL,L4,6475
5,7,6691,RL,L5,7368
6,6,1532,V1,L23,1672
6,4,4784,V1,L4,5187
6,7,6232,V1,L5,6874
6,2,3696,AL,L23,4014
5,7,4943,AL,L4,5438
6,4,1163,RL,L23,1268
5,6,4730,RL,L4,5145
4,7,6964,RL,L5,7811
5,6,2213,V1,L23,2405
4,7,5468,V1,L4,6153
5,7,6516,V1,L5,7176
9,6,1984,AL,L23,2136
8,5,8189,AL,L4,8704
6,4,3661,RL,L23,3987
7,3,4067,RL,L4,4413
5,6,6924,RL,L5,7553
6,6,1356,V1,L23,1472
6,4,3946,V1,L4,4284
5,7,6607,V1,L5,7275
5,6,1302,AL,L23,1399
5,6,3806,AL,L4,4141
6,7,2996,RL,L23,3308
4,7,5430,RL,L4,6113
7,3,8392,RL,L5,9055
6,4,4371,V1,L23,4745
8,5,8174,V1,L4,8688
5,7,6125,V1,L5,6741
5,6,1321,AL,L23,1420
7,5,6027,AL,L4,6677
8,5,4262,RL,L23,4485
7,5,6237,RL,L4,6904
5,6,6181,RL,L5,6748
6,2,1907,V1,L23,2079
6,6,6741,V1,L4,7289
6,2,6315,V1,L5,6832
9,6,1291,AL,L23,1403
4,7,4789,AL,L4,5380
5,7,2094,RL,L23,2296
9,3,5124,RL,L4,5541
5,6,6153,RL,L5,6719
4,7,728,V1,L23,899
9,3,6971,V1,L4,7578
5,6,6655,V1,L5,7265
5,6,2243,AL,L23,2438
6,2,3709,AL,L4,4029
9,6,4847,RL,L23,5197
6,7,6585,RL,L4,7270
5,7,6442,RL,L5,7091
9,4,7123,V1,L23,7631
5,6,4383,V1,L4,4767
6,6,7625,V1,L5,8196
5,6,1295,AL,L23,1391
5,6,3856,AL,L4,4204
7,3,2112,RL,L23,2277
6,2,4754,RL,L4,5143
6,7,7421,RL,L5,8121
4,7,3300,V1,L23,3753
9,3,4805,V1,L4,5198
6,4,6678,V1,L5,7217
6,4,1605,AL,L23,1755
5,7,4723,AL,L4,5194
9,6,5081,RL,L23,5446
4,7,4869,RL,L4,5479
8,5,9164,RL,L5,9753
5,6,2255,V1,L23,2450
4,7,5390,V1,L4,6060
7,3,8016,V1,L5,8650
4,7,2230,AL,L23,2573
5,6,4983,AL,L4,5421
9,6,1495,RL,L23,1618
8,5,7838,RL,L4,8331
4,7,7328,RL,L5,8214
6,6,3829,V1,L23,4131
6,4,4516,V1,L4,4896
8,5,9261,V1,L5,9852
6,4,1689,AL,L23,1852
6,4,5992,AL,L4,6489
6,4,1995,RL,L23,2184
7,3,3950,RL,L4,4289
6,7,6161,RL,L5,6802
9,6,1602,V1,L23,1733
7,3,4699,V1,L4,5101
5,6,6599,V1,L5,7197
7,5,4319,AL,L23,4760
9,3,1372,AL,L4,1487
8,5,5263,RL,L23,5542
4,7,5940,RL,L4,6714
6,6,7826,RL,L5,8405
6,2,1680,V1,L23,1835
5,6,4815,V1,L4,5236
7,3,8246,V1,L5,8898
9,4,5089,AL,L23,5456
5,7,4512,AL,L4,4974
9,4,4081,RL,L23,4382
4,7,5004,RL,L4,5632
6,7,7825,RL,L5,8537
9,4,4161,V1,L23,4465
8,5,7589,V1,L4,8047
6,4,7922,V1,L5,8514
6,2,4530,AL,L23,4906
8,5,8024,AL,L4,8529
9,6,1498,RL,L23,1621
5,6,3959,RL,L4,4315
9,3,2402,RL,L5,2575
6,2,1690,V1,L23,1848
4,7,5873,V1,L4,6625
6,4,6126,V1,L5,6633
6,4,4758,AL,L23,5160
5,7,3738,AL,L4,4099
9,4,1467,RL,L23,1579
5,6,4023,RL,L4,4382
8,5,7060,RL,L5,7475
6,2,2210,V1,L23,2398
7,3,4214,V1,L4,4566
6,6,6777,V1,L5,7331
9,4,6559,AL,L23,7018
8,5,6989,AL,L4,7397
8,5,5365,RL,L23,5652
5,7,3828,RL,L4,4201
6,7,7599,RL,L5,8304
6,4,1779,V1,L23,1952
9,3,2291,V1,L4,2461
6,4,6151,V1,L5,6658
9,6,1269,AL,L23,1374
6,4,3546,AL,L4,3862
6,6,1686,RL,L23,1841
7,3,4676,RL,L4,5077
6,4,6952,RL,L5,7516
8,5,2214,V1,L23,2334
7,3,4392,V1,L4,4762
8,5,9275,V1,L5,9866
6,4,4190,AL,L23,4552
5,7,4688,AL,L4,5157
7,3,1363,RL,L23,1484
9,3,5323,RL,L4,5759
7,3,6900,RL,L5,7456
7,3,2096,V1,L23,2260
6,7,6355,V1,L4,7002
6,7,6119,V1,L5,6751
7,5,3598,AL,L23,3972
6,2,3739,AL,L4,4065
6,6,3346,RL,L23,3617
9,3,7874,RL,L4,8542
7,3,6250,RL,L5,6783
9,4,2359,V1,L23,2537
5,7,4636,V1,L4,5105
8,5,9392,V1,L5,9986
7,3,2145,AL,L23,2316
7,3,3946,AL,L4,4285
9,4,4012,RL,L23,4311
6,2,3824,RL,L4,4155
5,6,6787,RL,L5,7406
5,6,2204,V1,L23,2395
6,2,4725,V1,L4,5111
6,7,5877,V1,L5,6465
7,3,1320,AL,L23,1436
9,3,4079,AL,L4,4411
5,7,2039,RL,L23,2235
5,6,4892,RL,L4,5322
8,5,7852,RL,L5,8346
7,3,1866,V1,L23,2011
9,3,7888,V1,L4,8556
6,7,6369,V1,L5,7017
7,5,1326,AL,L23,1463
6,2,4845,AL,L4,5242
8,5,4346,RL,L23,4576
4,7,5742,RL,L4,6473
6,4,6103,RL,L5,6607
9,6,4158,V1,L23,4468
6,2,4010,V1,L4,4351
6,6,6118,V1,L5,6592
4,7,3371,AL,L23,3839
4,7,4799,AL,L4,5392
6,6,3344,RL,L23,3613
9,3,6917,RL,L4,7521
7,5,7824,RL,L5,8624
7,5,1467,V1,L23,1620
6,4,3849,V1,L4,4183
6,6,5935,V1,L5,6394
5,6,1286,AL,L23,1380
4,7,5488,AL,L4,6177
6,4,1881,RL,L23,2058
8,5,7188,RL,L4,7609
6,6,5855,RL,L5,6312
9,6,4160,V1,L23,4470
5,6,4448,V1,L4,4838
5,6,6547,V1,L5,7140
9,4,3888,AL,L23,4171
5,7,4590,AL,L4,5056
6,4,3784,RL,L23,4117
5,7,4740,RL,L4,5211
7,3,7927,RL,L5,8560
6,4,4135,V1,L23,4484
6,2,3894,V1,L4,4229
5,7,6778,V1,L5,7471
4,7,2231,AL,L23,2574
6,7,5439,AL,L4,5988
9,4,3897,RL,L23,4188
5,7,4679,RL,L4,5148
7,3,7977,RL,L5,8611
6,4,4324,V1,L23,4692
9,3,1948,V1,L4,2091
7,3,8143,V1,L5,8781
4,7,3369,AL,L23,3837
9,3,4733,AL,L4,5117
6,2,4739,RL,L23,5125
6,2,3913,RL,L4,4248
6,2,6688,RL,L5,7242
6,4,1336,V1,L23,1452
9,3,6997,V1,L4,7605
6,6,7935,V1,L5,8516
7,5,1301,AL,L23,1428
5,6,4513,AL,L4,4914
9,6,2502,RL,L23,2677
6,2,3975,RL,L4,4313
6,7,7411,RL,L5,8111
6,2,1925,V1,L23,2097
9,3,1752,V1,L4,1884
4,7,7013,V1,L5,7864
6,7,2879,AL,L23,3183
7,5,6025,AL,L4,6675
7,5,4472,RL,L23,4925
9,3,2301,RL,L4,2471
6,7,6473,RL,L5,7131
9,6,4730,V1,L23,5077
6,6,6725,V1,L4,7271
8,5,9775,V1,L5,10400
6,4,1680,AL,L23,1840
4,7,5505,AL,L4,6202
5,7,1243,RL,L23,1345
7,5,6686,RL,L4,7404
6,4,6934,RL,L5,7492
6,4,4747,V1,L23,5148
5,6,4787,V1,L4,5206
6,7,5712,V1,L5,6287
5,6,2063,AL,L23,2252
6,7,5431,AL,L4,5978
5,6,2190,RL,L23,2381
7,3,4039,RL,L4,4384
6,4,8199,RL,L5,8805
7,5,1826,V1,L23,2016
5,6,4219,V1,L4,4593
6,4,6495,V1,L5,7020
9,4,3895,AL,L23,4184
5,6,3821,AL,L4,4158
9,4,1422,RL,L23,1532
9,3,4156,RL,L4,4490
5,6,6743,RL,L5,7360
6,4,1540,V1,L23,1670
6,4,4069,V1,L4,4414
7,3,8117,V1,L5,8754
7,5,1314,AL,L23,1446
9,3,1441,AL,L4,1562
4,7,3188,RL,L23,3634
6,2,4619,RL,L4,5001
6,4,6798,RL,L5,7342
9,4,4115,V1,L23,4416
8,5,7618,V1,L4,8078
6,6,6641,V1,L5,7174
6,2,1179,AL,L23,1288
9,3,4105,AL,L4,4437
6,7,3077,RL,L23,3392
5,7,3996,RL,L4,4381
4,7,6864,RL,L5,7709
6,2,2035,V1,L23,2215
5,6,4306,V1,L4,4687
5,6,6424,V1,L5,7008
7,5,1297,AL,L23,1418
6,4,4591,AL,L4,4976
6,7,845,RL,L23,957
4,7,5937,RL,L4,6709
7,3,6669,RL,L5,7214
4,7,2587,V1,L23,2973
7,3,4465,V1,L4,4837
5,7,6541,V1,L5,7202
5,7,2184,AL,L23,2396
7,3,3868,AL,L4,4193
5,7,1427,RL,L23,1552
5,6,3835,RL,L4,4179
5,6,6671,RL,L5,7284
5,6,2212,V1,L23,2404
9,3,7510,V1,L4,8160
6,6,6655,V1,L5,7191
6,2,2183,AL,L23,2369
9,3,1402,AL,L4,1520
9,4,7421,RL,L23,7957
5,6,4579,RL,L4,4983
6,4,6522,RL,L5,7049
9,4,7344,V1,L23,7868
4,7,5582,V1,L4,6302
8,5,9547,V1,L5,10151
9,4,4727,AL,L23,5071
5,7,3753,AL,L4,4118
7,3,2123,RL,L23,2288
4,7,4933,RL,L4,5554
6,2,7750,RL,L5,8341
7,3,1902,V1,L23,2048
7,3,4389,V1,L4,4759
4,7,7318,V1,L5,8204
7,3,1352,AL,L23,1472
6,7,6383,AL,L4,7032
6,4,3639,RL,L23,3964
7,3,3933,RL,L4,4272
5,6,6253,RL,L5,6821
4,7,2834,V1,L23,3255
5,6,4396,V1,L4,4784
6,6,6496,V1,L5,7015
9,6,3808,AL,L23,4098
5,6,3823,AL,L4,4163
9,4,4083,RL,L23,4384
7,3,4081,RL,L4,4427
7,3,7963,RL,L5,8597
6,4,1695,V1,L23,1858
5,6,5057,V1,L4,5511
8,5,9897,V1,L5,10527
4,7,3442,AL,L23,3921
6,2,3742,AL,L4,4068
9,4,4027,RL,L23,4326
9,3,2225,RL,L4,2390
5,6,6903,RL,L5,7530
6,7,3863,V1,L23,4251
6,2,4672,V1,L4,5055
6,6,5946,V1,L5,6406
4,7,2295,AL,L23,2648
5,6,3829,AL,L4,4170
6,4,3609,RL,L23,3932
9,3,7885,RL,L4,8553
5,7,6083,RL,L5,6697
9,6,2334,V1,L23,2498
7,3,4753,V1,L4,5165
7,3,8420,V1,L5,9083
9,4,2522,AL,L23,2715
7,3,3901,AL,L4,4236
7,5,1822,RL,L23,2012
5,7,4598,RL,L4,5065
7,5,6020,RL,L5,6670
6,7,4053,V1,L23,4455
5,7,4373,V1,L4,4815
4,7,5122,V1,L5,5766
5,6,1335,AL,L23,1436
5,6,4876,AL,L4,5303
9,6,3861,RL,L23,4158
4,7,5493,RL,L4,6184
7,3,8480,RL,L5,9144
7,5,3877,V1,L23,4279
9,3,4726,V1,L4,5110
6,7,7436,V1,L5,8137
6,6,3296,AL,L23,3563
9,3,5318,AL,L4,5753
5,7,1358,RL,L23,1474
6,2,4002,RL,L4,4342
7,5,7868,RL,L5,8669
4,7,847,V1,L23,1035
6,2,4666,V1,L4,5049
6,2,6421,V1,L5,6942
6,2,1163,AL,L23,1267
5,6,5051,AL,L4,5504
9,4,4034,RL,L23,4333
9,3,7806,RL,L4,8468
7,3,8300,RL,L5,8955
5,6,1967,V1,L23,2143
5,7,4100,V1,L4,4497
8,5,9667,V1,L5,10285
7,5,3625,AL,L23,4005
5,6,3845,AL,L4,4190
9,6,4929,RL,L23,5283
9,3,6751,RL,L4,7344
6,7,5494,RL,L5,6051
7,5,1881,V1,L23,2072
6,2,4698,V1,L4,5082
6,4,7858,V1,L5,8450
8,5,1425,AL,L23,1499
6,4,3529,AL,L4,3839
6,4,4244,RL,L23,4607
4,7,5473,RL,L4,6161
5,6,6207,RL,L5,6774
4,7,2627,V1,L23,3014
5,6,5028,V1,L4,5474
5,6,6388,V1,L5,6970
5,7,1279,AL,L23,1387
9,3,7567,AL,L4,8220
6,2,1183,RL,L23,1294
9,4,6665,RL,L4,7149
8,5,9809,RL,L5,10435
6,7,3265,V1,L23,3595
4,7,5782,V1,L4,6518
5,6,8407,V1,L5,9068
4,7,3441,AL,L23,3920
7,5,6012,AL,L4,6660
5,7,4911,RL,L23,5400
7,3,4099,RL,L4,4445
7,5,7845,RL,L5,8646
9,6,4785,V1,L23,5134
6,4,4589,V1,L4,4974
6,6,6730,V1,L5,7276
7,3,1322,AL,L23,1439
9,3,4823,AL,L4,5217
9,6,2182,RL,L23,2343
9,3,4860,RL,L4,5261
6,7,7389,RL,L5,8089
6,4,4239,V1,L23,4601
9,3,1660,V1,L4,1789
4,7,7198,V1,L5,8070
7,5,1296,AL,L23,1416
5,6,4895,AL,L4,5325
7,5,1928,RL,L23,2132
9,3,2469,RL,L4,2643
5,7,6623,RL,L5,7293
4,7,570,V1,L23,704
8,5,7657,V1,L4,8126
6,6,5944,V1,L5,6404
8,5,4233,AL,L23,4454
5,6,4757,AL,L4,5175
6,7,3890,RL,L23,4282
6,2,3847,RL,L4,4180
8,5,9187,RL,L5,9776
9,6,1821,V1,L23,1962
9,3,4630,V1,L4,4998
6,6,6104,V1,L5,6578
8,5,2674,AL,L23,2809
6,6,5738,AL,L4,6191
7,3,2362,RL,L23,2540
9,3,4098,RL,L4,4430
6,7,6520,RL,L5,7190
9,4,4893,V1,L23,5248
8,5,7495,V1,L4,7944
5,6,6327,V1,L5,6901
7,3,1315,AL,L23,1429
9,3,7947,AL,L4,8624
4,7,2919,RL,L23,3346
7,5,6790,RL,L4,7513
7,3,7920,RL,L5,8553
9,6,1696,V1,L23,1829
4,7,5426,V1,L4,6108
5,6,6686,V1,L5,7302
6,7,3862,AL,L23,4250
5,6,4947,AL,L4,5380
6,7,2991,RL,L23,3302
5,6,4545,RL,L4,4946
8,5,9222,RL,L5,9813
8,5,4863,V1,L23,5120
5,7,4479,V1,L4,4933
6,2,6564,V1,L5,7096
7,5,1360,AL,L23,1503
9,3,2437,AL,L4,2611
7,5,3803,RL,L23,4200
7,3,4087,RL,L4,4433
4,7,7352,RL,L5,8239
4,7,3313,V1,L23,3767
5,6,4154,V1,L4,4525
5,6,6733,V1,L5,7350
4,7,3104,AL,L23,3547
7,5,6633,AL,L4,7346
9,4,4125,RL,L23,4426
4,7,4847,RL,L4,5453
4,7,6897,RL,L5,7742
4,7,2763,V1,L23,3169
9,3,4669,V1,L4,5042
7,3,8414,V1,L5,9077
6,4,2058,AL,L23,2255
9,3,6710,AL,L4,7298
9,4,4118,RL,L23,4419
9,3,2467,RL,L4,2641
6,6,6370,RL,L5,6876
6,7,1293,V1,L23,1457
9,3,7922,V1,L4,8597
5,6,6264,V1,L5,6833
7,5,1989,AL,L23,2195
6,4,5980,AL,L4,6474
4,7,2343,RL,L23,2703
7,3,4026,RL,L4,4369
6,7,5506,RL,L5,6063
6,7,1152,V1,L23,1297
9,3,7740,V1,L4,8398
6,4,6336,V1,L5,6850
7,3,2254,AL,L23,2428
5,7,4846,AL,L4,5325
4,7,3305,RL,L23,3759
5,6,4733,RL,L4,5148
4,7,7221,RL,L5,8098
6,4,1440,V1,L23,1564
9,3,7300,V1,L4,7928
6,2,6659,V1,L5,7211
8,5,1487,AL,L23,1569
9,3,7955,AL,L4,8634
5,7,1286,RL,L23,1398
4,7,4954,RL,L4,5576
4,7,7236,RL,L5,8114
4,7,2882,V1,L23,3307
6,2,4137,V1,L4,4485
6,7,7451,V1,L5,8152
5,7,2369,AL,L23,2616
4,7,4855,AL,L4,5463
9,6,2155,RL,L23,2315
7,3,4698,RL,L4,5100
7,3,6275,RL,L5,6808
8,5,4888,V1,L23,5148
8,5,8045,V1,L4,8551
4,7,7478,V1,L5,8378
6,4,1101,AL,L23,1201
8,5,8103,AL,L4,8613
4,7,2937,RL,L23,3365
5,7,4453,RL,L4,4900
6,2,6215,RL,L5,6728
5,6,1574,V1,L23,1693
5,6,5035,V1,L4,5482
7,5,7849,V1,L5,8650
9,6,1293,AL,L23,1405
4,7,4792,AL,L4,5385
6,4,1154,RL,L23,1259
7,5,6588,RL,L4,7297
6,4,6964,RL,L5,7532
9,6,1638,V1,L23,1770
9,3,7493,V1,L4,8139
5,6,6346,V1,L5,6923
5,7,1217,AL,L23,1306
5,7,4683,AL,L4,5152
6,2,1223,RL,L23,1340
6,7,5485,RL,L4,6042
7,5,8056,RL,L5,8879
7,5,4536,V1,L23,4999
4,7,5839,V1,L4,6583
7,3,8469,V1,L5,9133
6,7,4088,AL,L23,4497
9,3,4046,AL,L4,4372
6,4,1125,RL,L23,1228
9,3,7968,RL,L4,8653
7,3,8446,RL,L5,9109
6,6,1304,V1,L23,1415
5,6,4580,V1,L4,4984
5,6,6492,V1,L5,7081
7,3,2497,AL,L23,2684
9,3,4049,AL,L4,4375
4,7,2329,RL,L23,2689
7,3,5024,RL,L4,5457
7,3,7912,RL,L5,8544
9,6,5006,V1,L23,5362
9,3,5210,V1,L4,5632
7,3,8614,V1,L5,9291
7,5,2083,AL,L23,2292
4,7,5521,AL,L4,6225
8,5,4220,RL,L23,4441
6,7,5600,RL,L4,6162
6,7,5596,RL,L5,6158
9,4,7054,V1,L23,7555
9,3,7337,V1,L4,7968
6,2,6752,V1,L5,7310
6,2,4660,AL,L23,5043
4,7,4858,AL,L4,5466
9,6,3905,RL,L23,4210
7,3,4051,RL,L4,4396
6,6,5831,RL,L5,6287
6,6,1145,V1,L23,1248
6,6,6538,V1,L4,7060
5,6,6361,V1,L5,6940
6,7,2868,AL,L23,3170
5,7,3778,AL,L4,4147
7,5,3664,RL,L23,4049
9,3,7453,RL,L4,8095
6,4,6113,RL,L5,6618
6,6,1450,V1,L23,1582
9,3,7379,V1,L4,8016
6,2,6641,V1,L5,7193
7,5,4495,AL,L23,4951
9,3,6724,AL,L4,7313
8,5,4407,RL,L23,4637
4,7,4919,RL,L4,5538
7,3,7978,RL,L5,8612
5,7,1956,V1,L23,2148
9,3,6901,V1,L4,7504
6,4,6486,V1,L5,7011
6,6,3253,AL,L23,3508
9,3,4081,AL,L4,4413
5,7,1386,RL,L23,1506
7,5,6059,RL,L4,6713
6,7,5630,RL,L5,6195
6,6,3612,V1,L23,3903
4,7,5731,V1,L4,6461
8,5,9359,V1,L5,9953
4,7,2218,AL,L23,2552
5,7,4923,AL,L4,5413
6,2,2204,RL,L23,2391
6,4,4536,RL,L4,4917
5,6,6942,RL,L5,7572
6,6,1317,V1,L23,1429
7,5,6318,V1,L4,6990
6,6,5963,V1,L5,6425
9,4,5175,AL,L23,5550
5,6,3882,AL,L4,4233
6,4,1115,RL,L23,1217
9,3,4172,RL,L4,4506
6,6,7725,RL,L5,8299
4,7,821,V1,L23,1002
6,4,4003,V1,L4,4345
6,6,7852,V1,L5,8431
5,7,1236,AL,L23,1335
5,6,5065,AL,L4,5520
7,5,3894,RL,L23,4296
5,6,4703,RL,L4,5117
4,7,6879,RL,L5,7724
6,4,1545,V1,L23,1675
8,5,7644,V1,L4,8109
5,6,8313,V1,L5,8972
7,5,3633,AL,L23,4015
6,4,4711,AL,L4,5107
7,5,4388,RL,L23,4833
7,3,4048,RL,L4,4393
7,3,6680,RL,L5,7225
6,7,1348,V1,L23,1514
9,3,7718,V1,L4,8375
5,6,6833,V1,L5,7460
9,6,1332,AL,L23,1446
9,3,7717,AL,L4,8373
9,4,1443,RL,L23,1555
7,5,6140,RL,L4,6801
6,4,6908,RL,L5,7463
6,4,4427,V1,L23,4803
6,2,4094,V1,L4,4441
6,4,6574,V1,L5,7105
5,7,2309,AL,L23,2536
5,6,4614,AL,L4,5022
6,4,1991,RL,L23,2180
4,7,4984,RL,L4,5609
6,2,6645,RL,L5,7197
9,6,1605,V1,L23,1736
7,5,6451,V1,L4,7136
6,4,6242,V1,L5,6752
6,7,3933,AL,L23,4328
6,4,3515,AL,L4,3824
6,4,2062,RL,L23,2259
4,7,5538,RL,L4,6244
6,2,6072,RL,L5,6576
5,6,2391,V1,L23,2605
5,7,4132,V1,L4,4534
6,6,6519,V1,L5,7040
7,5,3603,AL,L23,3977
6,4,6904,AL,L4,7456
5,6,1432,RL,L23,1541
5,7,4833,RL,L4,5311
6,7,7382,RL,L5,8081
4,7,3013,V1,L23,3454
6,7,5800,V1,L4,6379
6,4,6544,V1,L5,7072
7,5,2176,AL,L23,2391
5,7,3780,AL,L4,4149
6,4,4733,RL,L23,5133
8,5,7082,RL,L4,7497
5,7,6649,RL,L5,7322
5,7,2071,V1,L23,2268
6,2,4270,V1,L4,4622
5,7,6296,V1,L5,6925
5,7,1238,AL,L23,1339
6,2,3744,AL,L4,4070
9,6,5109,RL,L23,5477
9,3,5120,RL,L4,5537
5,6,6202,RL,L5,6769
9,4,4520,V1,L23,4846
7,3,4984,V1,L4,5413
5,6,6570,V1,L5,7168
6,2,1170,AL,L23,1277
9,3,7826,AL,L4,8488
6,4,1809,RL,L23,1984
9,3,4214,RL,L4,4551
5,7,6005,RL,L5,6614
5,7,1715,V1,L23,1867
9,3,6870,V1,L4,7472
8,5,9773,V1,L5,10398
9,6,3875,AL,L23,4174
8,5,8073,AL,L4,8580
5,7,1399,RL,L23,1524
8,5,8098,RL,L4,8608
6,4,6515,RL,L5,7042
8,5,2413,V1,L23,2537
6,6,6164,V1,L4,6643
6,7,7646,V1,L5,8356
4,7,2242,AL,L23,2589
6,4,4347,AL,L4,4721
4,7,2400,RL,L23,2766
5,6,4870,RL,L4,5297
6,4,6142,RL,L5,6649
6,7,1054,V1,L23,1191
8,5,8104,V1,L4,8614
6,7,7683,V1,L5,8394
7,3,2197,AL,L23,2370
6,4,6822,AL,L4,7367
6,2,2139,RL,L23,2320
6,2,4903,RL,L4,5306
7,3,7935,RL,L5,8568
9,6,4004,V1,L23,4311
6,4,4403,V1,L4,4778
6,2,6697,V1,L5,7251
4,7,2958,AL,L23,3391
5,6,4882,AL,L4,5310
6,6,4157,RL,L23,4482
6,2,3874,RL,L4,4207
5,6,6611,RL,L5,7212
6,4,2060,V1,L23,2257
4,7,5594,V1,L4,6314
4,7,6961,V1,L5,7808
7,5,2003,AL,L23,2209
5,7,3767,AL,L4,4135
9,6,2087,RL,L23,2244
6,4,4328,RL,L4,4696
7,5,7775,RL,L5,8572
6,6,1346,V1,L23,1461
5,6,4212,V1,L4,4586
6,4,8115,V1,L5,8715
7,3,2390,AL,L23,2568
6,4,6551,AL,L4,7080
5,7,2093,RL,L23,2295
4,7,5556,RL,L4,6268
6,2,6188,RL,L5,6699
9,4,5014,V1,L23,5374
5,7,4871,V1,L4,5352
6,4,6469,V1,L5,6992
6,7,2841,AL,L23,3137
7,3,3887,AL,L4,4219
4,7,2299,RL,L23,2652
7,3,4637,RL,L4,5033
6,6,5901,RL,L5,6359
6,4,1993,V1,L23,2182
4,7,5161,V1,L4,5813
6,2,7989,V1,L5,8586
4,7,3387,AL,L23,3856
5,6,4512,AL,L4,4913
