session,scan_idx,readout_id,brain_area,layer,unit_id
8,5,4813,V1,L23,5067
9,3,7595,V1,L4,8249
6,4,1636,V1,L23,1786
9,3,1968,V1,L4,2111
4,7,565,V1,L23,699
8,5,7347,V1,L4,7782
9,4,7317,V1,L23,7837
5,7,4469,V1,L4,4922
9,4,1522,V1,L23,1638
6,6,4323,V1,L4,4657
9,6,5062,V1,L23,5425
9,3,4289,V1,L4,4630
6,7,1330,V1,L23,1496
6,2,4411,V1,L4,4774
9,4,7153,V1,L23,7661
7,3,4540,V1,L4,4923
6,7,3840,V1,L23,4227
7,3,4716,V1,L4,5121
6,4,2065,V1,L23,2263
7,3,4421,V1,L4,4791
8,5,1649,V1,L23,1736
9,3,4631,V1,L4,4999
9,4,6825,V1,L23,7313
7,3,4975,V1,L4,5403
7,5,1710,V1,L23,1880
8,5,7798,V1,L4,8286
6,7,3475,V1,L23,3824
5,7,4866,V1,L4,5347
9,4,1916,V1,L23,2063
6,6,4434,V1,L4,4778
6,4,4694,V1,L23,5089
5,6,4615,V1,L4,5023
6,7,1150,V1,L23,1295
4,7,5536,V1,L4,6240
4,7,3433,V1,L23,3912
6,4,4281,V1,L4,4648
5,6,2068,V1,L23,2257
8,5,7172,V1,L4,7592
6,2,1727,V1,L23,1888
9,3,7274,V1,L4,7902
9,6,1482,V1,L23,1605
5,6,4117,V1,L4,4485
6,6,4126,V1,L23,4451
5,6,4103,V1,L4,4471
5,7,1447,V1,L23,1573
6,7,6512,V1,L4,7178
6,4,3987,V1,L23,4326
4,7,5581,V1,L4,6301
7,5,1657,V1,L23,1824
9,3,7111,V1,L4,7728
6,7,3830,V1,L23,4217
7,3,4487,V1,L4,4862
7,5,4132,V1,L23,4558
7,3,4277,V1,L4,4638
6,7,989,V1,L23,1121
9,3,1801,V1,L4,1935
9,6,2321,V1,L23,2485
6,4,3737,V1,L4,4068
6,6,1832,V1,L23,1994
7,5,6378,V1,L4,7059
6,7,3578,V1,L23,3936
7,3,4544,V1,L4,4927
6,6,3765,V1,L23,4063
4,7,5339,V1,L4,6005
9,4,4603,V1,L23,4940
6,2,4388,V1,L4,4750
6,2,1753,V1,L23,1917
7,3,4515,V1,L4,4897
5,7,1575,V1,L23,1711
6,7,6329,V1,L4,6972
6,4,1909,V1,L23,2088
4,7,5121,V1,L4,5765
6,4,4111,V1,L23,4459
9,3,7051,V1,L4,7663
6,6,1182,V1,L23,1289
9,3,2244,V1,L4,2414
8,5,2107,V1,L23,2218
6,4,4276,V1,L4,4640
5,6,1498,V1,L23,1611
7,5,6596,V1,L4,7306
4,7,579,V1,L23,715
9,3,4602,V1,L4,4967
4,7,574,V1,L23,708
5,7,4371,V1,L4,4813
9,6,4640,V1,L23,4978
8,5,7628,V1,L4,8089
6,4,1211,V1,L23,1321
8,5,8152,V1,L4,8664
9,4,7264,V1,L23,7784
6,2,4603,V1,L4,4985
9,6,1894,V1,L23,2037
4,7,5120,V1,L4,5764
9,4,4353,V1,L23,4666
7,3,4493,V1,L4,4870
9,4,7824,V1,L23,8378
6,2,4553,V1,L4,4935
6,4,2069,V1,L23,2267
5,7,4328,V1,L4,4755
8,5,4775,V1,L23,5026
7,3,4943,V1,L4,5367
7,3,1929,V1,L23,2079
7,3,4212,V1,L4,4564
4,7,2728,V1,L23,3128
5,6,4825,V1,L4,5247
9,6,1813,V1,L23,1954
5,7,4663,V1,L4,5132
4,7,776,V1,L23,953
6,7,6314,V1,L4,6956
9,4,1682,V1,L23,1803
7,3,4671,V1,L4,5072
5,6,2115,V1,L23,2304
6,7,3547,V1,L4,3905
6,2,1991,V1,L23,2169
7,3,4418,V1,L4,4788
4,7,3295,V1,L23,3748
9,3,7849,V1,L4,8516
8,5,4656,V1,L23,4899
5,7,4233,V1,L4,4648
6,2,1427,V1,L23,1558
7,3,4337,V1,L4,4702
6,4,4782,V1,L23,5185
9,3,2106,V1,L4,2264
9,6,4459,V1,L23,4784
8,5,7730,V1,L4,8202
7,3,1695,V1,L23,1830
6,7,5963,V1,L4,6565
9,6,4171,V1,L23,4482
5,6,4292,V1,L4,4673
4,7,3042,V1,L23,3484
5,6,4394,V1,L4,4782
5,7,1485,V1,L23,1613
8,5,7524,V1,L4,7974
6,6,3916,V1,L23,4226
6,2,4479,V1,L4,4847
9,4,2007,V1,L23,2159
6,2,4206,V1,L4,4556
5,7,2133,V1,L23,2336
5,7,3984,V1,L4,4367
6,7,3317,V1,L23,3654
6,2,4348,V1,L4,4707
6,4,1901,V1,L23,2080
5,6,4564,V1,L4,4966
7,5,1585,V1,L23,1747
5,7,4909,V1,L4,5398
6,6,1693,V1,L23,1849
8,5,7431,V1,L4,7874
8,5,2385,V1,L23,2509
8,5,7682,V1,L4,8151
6,6,3608,V1,L23,3898
5,7,4094,V1,L4,4491
5,7,1960,V1,L23,2152
9,3,4867,V1,L4,5269
9,6,1898,V1,L23,2041
9,3,4569,V1,L4,4934
6,4,1565,V1,L23,1700
8,5,7739,V1,L4,8213
6,4,1782,V1,L23,1955
7,3,4483,V1,L4,4857
6,4,4549,V1,L23,4932
9,3,7055,V1,L4,7667
4,7,2846,V1,L23,3270
9,3,2701,V1,L4,2890
7,3,1788,V1,L23,1929
4,7,5363,V1,L4,6030
6,2,1661,V1,L23,1812
4,7,5171,V1,L4,5823
6,7,3980,V1,L23,4381
6,7,6144,V1,L4,6780
6,6,1415,V1,L23,1541
6,7,6572,V1,L4,7255
6,6,3807,V1,L23,4108
9,3,7545,V1,L4,8198
9,4,1876,V1,L23,2020
5,6,4845,V1,L4,5269
6,2,1856,V1,L23,2022
6,4,4417,V1,L4,4793
9,6,2226,V1,L23,2388
5,6,4809,V1,L4,5230
6,6,3732,V1,L23,4029
7,3,4712,V1,L4,5117
7,3,1726,V1,L23,1864
4,7,5601,V1,L4,6321
5,6,1848,V1,L23,2011
9,3,5301,V1,L4,5735
9,4,1934,V1,L23,2082
7,3,4695,V1,L4,5097
6,6,3674,V1,L23,3967
5,6,5055,V1,L4,5509
6,4,1918,V1,L23,2100
9,3,5000,V1,L4,5411
9,6,5071,V1,L23,5435
6,4,3867,V1,L4,4202
4,7,2811,V1,L23,3223
9,3,2560,V1,L4,2736
6,7,907,V1,L23,1023
5,6,4954,V1,L4,5388
9,4,4622,V1,L23,4959
4,7,5361,V1,L4,6027
8,5,4797,V1,L23,5050
9,3,2207,V1,L4,2371
4,7,2479,V1,L23,2852
7,3,4422,V1,L4,4792
6,7,3540,V1,L23,3895
6,2,4197,V1,L4,4546
4,7,3378,V1,L23,3847
6,4,4620,V1,L4,5007
6,4,2056,V1,L23,2253
5,6,4575,V1,L4,4979
6,2,2161,V1,L23,2346
6,6,3475,V1,L4,3754
9,6,1941,V1,L23,2084
6,4,4618,V1,L4,5005
9,4,1671,V1,L23,1792
7,3,4965,V1,L4,5392
9,6,1489,V1,L23,1612
9,3,2454,V1,L4,2628
9,6,2042,V1,L23,2194
7,3,4447,V1,L4,4818
6,7,3895,V1,L23,4287
8,5,7516,V1,L4,7966
6,6,4269,V1,L23,4601
8,5,7504,V1,L4,7953
9,4,7178,V1,L23,7687
9,3,4980,V1,L4,5387
9,6,1767,V1,L23,1903
6,6,4470,V1,L4,4818
9,4,7223,V1,L23,7738
9,3,7192,V1,L4,7815
6,4,4091,V1,L23,4436
8,5,7709,V1,L4,8179
6,6,1105,V1,L23,1206
6,2,4313,V1,L4,4669
9,6,4509,V1,L23,4836
9,3,4716,V1,L4,5099
4,7,812,V1,L23,992
9,3,7281,V1,L4,7909
6,4,3702,V1,L23,4032
4,7,5248,V1,L4,5909
9,6,4147,V1,L23,4457
6,6,4137,V1,L4,4462
9,6,5035,V1,L23,5393
4,7,5386,V1,L4,6056
6,6,4138,V1,L23,4463
7,3,4971,V1,L4,5398
6,4,1220,V1,L23,1330
9,3,1777,V1,L4,1910
4,7,3043,V1,L23,3485
6,7,6582,V1,L4,7267
9,4,4292,V1,L23,4604
5,6,4523,V1,L4,4924
7,3,1781,V1,L23,1922
9,3,7283,V1,L4,7911
8,5,2741,V1,L23,2883
6,7,3964,V1,L4,4363
5,6,1999,V1,L23,2179
7,3,5058,V1,L4,5498
9,4,4519,V1,L23,4845
9,3,7465,V1,L4,8109
6,6,1439,V1,L23,1569
5,7,4638,V1,L4,5107
9,4,7184,V1,L23,7693
4,7,5753,V1,L4,6484
9,4,6933,V1,L23,7427
5,6,4653,V1,L4,5066
6,4,4465,V1,L23,4843
9,3,6980,V1,L4,7587
8,5,2399,V1,L23,2523
8,5,7554,V1,L4,8006
6,4,1424,V1,L23,1546
6,6,3595,V1,L4,3885
6,4,4338,V1,L23,4711
4,7,5427,V1,L4,6109
6,4,4138,V1,L23,4487
7,3,4561,V1,L4,4947
6,6,3762,V1,L23,4059
7,3,4446,V1,L4,4817
6,7,3745,V1,L23,4128
9,3,2181,V1,L4,2344
4,7,2832,V1,L23,3248
5,7,4472,V1,L4,4925
9,6,4772,V1,L23,5120
9,3,7549,V1,L4,8202
4,7,792,V1,L23,969
7,5,6762,V1,L4,7482
6,6,1295,V1,L23,1406
8,5,7790,V1,L4,8274
6,6,3561,V1,L23,3847
9,3,2125,V1,L4,2283
5,7,2162,V1,L23,2371
8,5,7745,V1,L4,8223
4,7,877,V1,L23,1072
6,7,6091,V1,L4,6713
5,7,2176,V1,L23,2386
6,4,4195,V1,L4,4557
4,7,759,V1,L23,933
6,6,6507,V1,L4,7026
9,4,1768,V1,L23,1894
5,7,4796,V1,L4,5271
6,2,2087,V1,L23,2268
4,7,5920,V1,L4,6682
6,6,3811,V1,L23,4112
6,4,4351,V1,L4,4725
6,6,4107,V1,L23,4430
4,7,5227,V1,L4,5886
9,4,7181,V1,L23,7690
9,3,5243,V1,L4,5667
8,5,5248,V1,L23,5527
4,7,5689,V1,L4,6416
7,5,3995,V1,L23,4403
6,2,4249,V1,L4,4600
6,7,908,V1,L23,1024
6,2,4826,V1,L4,5220
6,7,919,V1,L23,1037
8,5,7705,V1,L4,8175
6,6,3606,V1,L23,3896
9,3,7071,V1,L4,7685
4,7,2461,V1,L23,2833
6,7,6326,V1,L4,6969
6,2,1560,V1,L23,1702
5,7,4520,V1,L4,4985
6,4,1227,V1,L23,1337
5,6,4755,V1,L4,5173
5,6,2058,V1,L23,2247
7,5,6341,V1,L4,7019
9,4,2419,V1,L23,2604
9,3,7083,V1,L4,7697
6,6,1287,V1,L23,1398
5,6,4244,V1,L4,4623
7,5,4175,V1,L23,4605
8,5,7659,V1,L4,8128
6,7,1059,V1,L23,1196
5,7,4412,V1,L4,4854
9,4,7245,V1,L23,7764
5,6,4786,V1,L4,5205
4,7,3032,V1,L23,3474
7,3,4112,V1,L4,4458
5,6,1604,V1,L23,1732
6,6,6124,V1,L4,6599
6,6,1401,V1,L23,1524
9,3,7860,V1,L4,8527
6,2,1984,V1,L23,2162
6,2,4376,V1,L4,4738
9,6,4648,V1,L23,4989
6,4,6789,V1,L4,7331
7,5,1732,V1,L23,1904
6,6,3874,V1,L4,4178
8,5,2536,V1,L23,2666
7,3,4595,V1,L4,4984
6,7,3350,V1,L23,3691
6,7,5678,V1,L4,6250
6,4,4631,V1,L23,5021
6,6,6647,V1,L4,7181
6,7,3102,V1,L23,3418
6,6,3593,V1,L4,3883
4,7,2773,V1,L23,3179
9,3,4352,V1,L4,4694
9,4,2247,V1,L23,2422
9,3,4287,V1,L4,4628
7,5,2126,V1,L23,2339
7,3,4298,V1,L4,4660
5,7,1707,V1,L23,1857
4,7,5762,V1,L4,6494
8,5,1893,V1,L23,1990
9,3,7473,V1,L4,8117
8,5,2637,V1,L23,2770
8,5,7668,V1,L4,8137
6,2,1534,V1,L23,1673
9,3,2266,V1,L4,2436
9,6,4257,V1,L23,4574
9,3,2457,V1,L4,2631
6,4,1620,V1,L23,1770
8,5,7617,V1,L4,8077
5,6,1442,V1,L23,1552
8,5,8188,V1,L4,8703
5,6,1712,V1,L23,1852
7,3,4651,V1,L4,5048
9,6,1747,V1,L23,1883
7,3,4260,V1,L4,4619
5,7,1624,V1,L23,1766
8,5,7641,V1,L4,8106
6,6,1731,V1,L23,1888
8,5,7396,V1,L4,7832
6,6,1641,V1,L23,1796
6,4,4152,V1,L4,4502
8,5,4908,V1,L23,5168
4,7,5454,V1,L4,6139
6,6,4198,V1,L23,4524
8,5,8184,V1,L4,8698
4,7,2611,V1,L23,2998
4,7,5338,V1,L4,6004
9,4,7565,V1,L23,8107
6,2,4498,V1,L4,4869
6,4,1504,V1,L23,1630
8,5,7230,V1,L4,7653
6,2,1388,V1,L23,1512
5,6,4654,V1,L4,5067
4,7,2673,V1,L23,3070
9,3,1653,V1,L4,1781
9,6,2522,V1,L23,2700
9,3,6966,V1,L4,7573
9,4,4942,V1,L23,5299
5,7,4085,V1,L4,4482
4,7,873,V1,L23,1067
5,6,4290,V1,L4,4671
8,5,2704,V1,L23,2840
6,2,4162,V1,L4,4511
5,7,1742,V1,L23,1897
9,3,7541,V1,L4,8194
9,4,4861,V1,L23,5215
9,3,7341,V1,L4,7972
5,7,2099,V1,L23,2301
4,7,5527,V1,L4,6231
6,2,1335,V1,L23,1457
6,6,6366,V1,L4,6872
6,4,1508,V1,L23,1634
7,3,4338,V1,L4,4703
6,7,3534,V1,L23,3889
5,6,4121,V1,L4,4490
4,7,2848,V1,L23,3272
6,4,3711,V1,L4,4041
6,2,4813,V1,L23,5206
7,5,6710,V1,L4,7428
6,6,1905,V1,L23,2078
6,2,4337,V1,L4,4695
6,6,3866,V1,L23,4170
8,5,7556,V1,L4,8008
6,4,4636,V1,L23,5026
9,3,1951,V1,L4,2094
7,5,4201,V1,L23,4632
7,3,4245,V1,L4,4603
4,7,553,V1,L23,686
6,4,3839,V1,L4,4173
7,5,4062,V1,L23,4480
6,2,3932,V1,L4,4268
6,4,1534,V1,L23,1663
6,7,6150,V1,L4,6789
8,5,1843,V1,L23,1937
5,6,4389,V1,L4,4774
6,6,3544,V1,L23,3828
9,3,2592,V1,L4,2771
6,6,3815,V1,L23,4116
5,6,4699,V1,L4,5113
6,6,3448,V1,L23,3727
6,4,4444,V1,L4,4822
9,4,1747,V1,L23,1873
4,7,5870,V1,L4,6620
6,6,4243,V1,L23,4572
5,6,4467,V1,L4,4859
9,6,4503,V1,L23,4830
6,4,6399,V1,L4,6918
6,2,1974,V1,L23,2151
6,7,5866,V1,L4,6452
6,2,4410,V1,L23,4773
5,6,4588,V1,L4,4993
6,4,1235,V1,L23,1345
9,3,2234,V1,L4,2402
9,4,1927,V1,L23,2074
6,2,4034,V1,L4,4376
8,5,2672,V1,L23,2807
9,3,2395,V1,L4,2567
8,5,2035,V1,L23,2140
5,7,4507,V1,L4,4967
4,7,557,V1,L23,690
9,3,7352,V1,L4,7983
6,7,3613,V1,L23,3972
9,3,1774,V1,L4,1907
6,7,3249,V1,L23,3579
5,6,4147,V1,L4,4517
9,4,7193,V1,L23,7703
9,3,2187,V1,L4,2351
6,6,1090,V1,L23,1191
6,6,4468,V1,L4,4816
4,7,3146,V1,L23,3591
4,7,5311,V1,L4,5977
5,6,2452,V1,L23,2676
6,7,6268,V1,L4,6910
6,2,1572,V1,L23,1717
4,7,5263,V1,L4,5926
6,7,3721,V1,L23,4102
6,2,6295,V1,L4,6809
4,7,762,V1,L23,937
8,5,7468,V1,L4,7913
6,7,3356,V1,L23,3697
9,3,7163,V1,L4,7786
6,4,3990,V1,L23,4329
9,3,7660,V1,L4,8315
6,4,4131,V1,L23,4480
9,3,1790,V1,L4,1923
4,7,3113,V1,L23,3557
5,6,4567,V1,L4,4969
9,6,2220,V1,L23,2382
7,5,6453,V1,L4,7139
9,4,7113,V1,L23,7621
8,5,7654,V1,L4,8123
6,7,1068,V1,L23,1205
9,3,1692,V1,L4,1822
6,7,971,V1,L23,1099
6,2,4902,V1,L4,5305
5,6,2211,V1,L23,2403
5,6,4562,V1,L4,4963
9,4,1670,V1,L23,1791
8,5,8089,V1,L4,8596
6,4,1751,V1,L23,1922
6,2,4223,V1,L4,4574
4,7,2539,V1,L23,2917
6,7,5976,V1,L4,6580
4,7,2564,V1,L23,2947
5,6,4386,V1,L4,4771
4,7,742,V1,L23,914
7,3,4436,V1,L4,4807
4,7,2751,V1,L23,3157
4,7,5835,V1,L4,6578
9,6,2439,V1,L23,2606
6,2,4009,V1,L4,4350
9,4,2181,V1,L23,2354
5,6,5001,V1,L4,5442
9,4,6849,V1,L23,7337
9,3,1780,V1,L4,1913
4,7,2771,V1,L23,3177
5,6,4603,V1,L4,5008
6,4,4031,V1,L23,4376
6,4,4446,V1,L4,4824
6,4,2079,V1,L23,2280
6,7,6250,V1,L4,6892
5,6,1834,V1,L23,1992
6,7,6478,V1,L4,7136
9,4,4689,V1,L23,5029
5,6,4656,V1,L4,5069
8,5,4523,V1,L23,4758
5,6,4505,V1,L4,4906
6,4,1536,V1,L23,1666
4,7,5575,V1,L4,6295
6,7,3269,V1,L23,3600
8,5,7808,V1,L4,8296
9,4,2277,V1,L23,2453
6,2,4229,V1,L4,4580
6,4,1244,V1,L23,1355
6,6,6651,V1,L4,7186
6,4,4055,V1,L23,4400
9,3,1891,V1,L4,2031
5,6,1479,V1,L23,1590
8,5,7312,V1,L4,7744
6,2,1587,V1,L23,1733
4,7,5246,V1,L4,5907
8,5,2039,V1,L23,2144
5,7,4631,V1,L4,5100
8,5,4658,V1,L23,4901
6,2,4312,V1,L4,4668
6,4,1243,V1,L23,1354
5,7,4863,V1,L4,5343
9,6,1891,V1,L23,2034
4,7,5072,V1,L4,5707
6,2,2008,V1,L23,2187
4,7,5144,V1,L4,5792
5,6,1473,V1,L23,1584
6,6,3740,V1,L4,4037
5,6,2422,V1,L23,2638
4,7,5035,V1,L4,5666
6,6,3819,V1,L23,4121
9,3,2066,V1,L4,2218
5,6,2316,V1,L23,2517
4,7,5815,V1,L4,6555
4,7,2429,V1,L23,2799
6,2,4214,V1,L4,4564
8,5,5170,V1,L23,5448
9,3,4252,V1,L4,4589
9,4,4737,V1,L23,5083
9,3,7915,V1,L4,8586
9,4,7036,V1,L23,7533
6,6,6434,V1,L4,6951
7,5,1952,V1,L23,2157
4,7,5480,V1,L4,6169
7,5,1520,V1,L23,1677
6,7,6043,V1,L4,6661
7,3,2222,V1,L23,2396
4,7,5202,V1,L4,5858
4,7,2571,V1,L23,2954
5,7,4231,V1,L4,4646
6,6,3445,V1,L23,3724
6,6,3451,V1,L4,3730
4,7,3264,V1,L23,3714
8,5,8091,V1,L4,8598
5,6,2304,V1,L23,2502
7,5,6193,V1,L4,6858
5,7,1977,V1,L23,2170
6,4,3806,V1,L4,4140
6,6,1792,V1,L23,1951
6,2,3959,V1,L4,4297
6,6,1791,V1,L23,1950
4,7,5684,V1,L4,6411
9,4,4823,V1,L23,5175
6,7,6414,V1,L4,7067
6,4,4706,V1,L23,5101
7,3,4170,V1,L4,4521
6,2,1863,V1,L23,2029
6,2,4050,V1,L4,4393
9,4,4571,V1,L23,4901
5,7,3957,V1,L4,4336
5,7,1510,V1,L23,1638
5,6,4780,V1,L4,5199
7,5,1792,V1,L23,1972
6,2,4470,V1,L4,4838
6,4,3962,V1,L23,4301
5,7,4249,V1,L4,4666
9,4,2292,V1,L23,2468
5,6,4626,V1,L4,5037
7,5,4282,V1,L23,4722
9,3,4771,V1,L4,5157
9,6,2421,V1,L23,2587
9,3,4587,V1,L4,4952
6,7,1460,V1,L23,1635
9,3,1679,V1,L4,1808
5,6,2238,V1,L23,2432
6,2,4763,V1,L4,5152
5,6,1564,V1,L23,1682
9,3,6965,V1,L4,7572
6,4,4763,V1,L23,5165
5,6,4565,V1,L4,4967
4,7,2796,V1,L23,3206
6,2,4088,V1,L4,4434
5,6,1571,V1,L23,1690
5,7,4672,V1,L4,5141
7,5,1961,V1,L23,2166
4,7,5816,V1,L4,6556
6,4,1701,V1,L23,1864
5,6,4610,V1,L4,5018
6,7,4090,V1,L23,4500
6,2,3992,V1,L4,4330
6,6,1689,V1,L23,1844
8,5,7665,V1,L4,8134
6,7,1411,V1,L23,1578
9,3,4967,V1,L4,5374
9,6,2080,V1,L23,2237
6,4,4070,V1,L4,4415
4,7,2927,V1,L23,3354
7,3,4546,V1,L4,4929
8,5,1889,V1,L23,1986
6,2,4289,V1,L4,4643
6,6,4459,V1,L23,4807
6,2,4541,V1,L4,4921
9,4,7761,V1,L23,8312
8,5,7348,V1,L4,7783
7,5,4001,V1,L23,4409
6,2,4329,V1,L4,4687
6,6,1196,V1,L23,1303
9,3,7831,V1,L4,8494
4,7,2855,V1,L23,3279
7,3,4588,V1,L4,4976
6,4,3957,V1,L23,4295
6,7,5656,V1,L4,6223
6,4,1952,V1,L23,2137
9,3,4955,V1,L4,5362
5,6,1822,V1,L23,1974
4,7,5800,V1,L4,6539
6,6,4124,V1,L23,4449
9,3,4635,V1,L4,5005
9,4,1914,V1,L23,2061
5,7,4926,V1,L4,5418
6,4,1911,V1,L23,2090
9,3,7532,V1,L4,8185
4,7,882,V1,L23,1078
7,3,4863,V1,L4,5279
9,4,6772,V1,L23,7259
9,3,2462,V1,L4,2636
6,4,3727,V1,L23,4058
7,3,4190,V1,L4,4542
9,6,4508,V1,L23,4835
4,7,5259,V1,L4,5922
4,7,738,V1,L23,909
5,6,4593,V1,L4,4998
5,6,1633,V1,L23,1763
8,5,7594,V1,L4,8052
5,6,2224,V1,L23,2416
5,6,4582,V1,L4,4986
9,6,2497,V1,L23,2671
7,5,6292,V1,L4,6964
6,6,1327,V1,L23,1440
7,5,6471,V1,L4,7161
5,6,1841,V1,L23,2000
9,3,5122,V1,L4,5539
9,4,1797,V1,L23,1927
5,7,4170,V1,L4,4578
9,4,4843,V1,L23,5197
5,6,4711,V1,L4,5125
9,6,2049,V1,L23,2204
9,3,2526,V1,L4,2700
4,7,2753,V1,L23,3159
5,6,4432,V1,L4,4822
6,4,1442,V1,L23,1566
7,3,4879,V1,L4,5296
7,5,2043,V1,L23,2249
6,2,4586,V1,L4,4968
9,4,2326,V1,L23,2503
6,6,3745,V1,L4,4042
9,4,6934,V1,L23,7428
4,7,5512,V1,L4,6210
4,7,2520,V1,L23,2895
6,7,6154,V1,L4,6795
6,6,4075,V1,L23,4393
4,7,5586,V1,L4,6306
4,7,584,V1,L23,720
7,5,6480,V1,L4,7171
6,4,4396,V1,L23,4771
5,6,4145,V1,L4,4515
9,4,7553,V1,L23,8094
9,3,5022,V1,L4,5434
6,4,1575,V1,L23,1711
6,2,4105,V1,L4,4452
5,7,1825,V1,L23,1999
7,5,6229,V1,L4,6895
6,7,3231,V1,L23,3559
7,3,4691,V1,L4,5093
6,4,4668,V1,L23,5061
4,7,5414,V1,L4,6089
6,4,4459,V1,L23,4837
9,3,7404,V1,L4,8042
5,7,2157,V1,L23,2364
9,3,7708,V1,L4,8364
6,4,1407,V1,L23,1528
8,5,7858,V1,L4,8352
9,4,4773,V1,L23,5124
5,7,4711,V1,L4,5181
6,7,1282,V1,L23,1442
6,7,5829,V1,L4,6411
9,4,2323,V1,L23,2500
7,3,4424,V1,L4,4794
6,4,4387,V1,L23,4761
6,6,5933,V1,L4,6392
6,7,1252,V1,L23,1406
7,5,6372,V1,L4,7053
5,6,2105,V1,L23,2294
5,6,4303,V1,L4,4684
6,6,1533,V1,L23,1673
6,2,4538,V1,L4,4918
6,4,4424,V1,L23,4800
9,3,2510,V1,L4,2684
7,5,1490,V1,L23,1645
8,5,8003,V1,L4,8507
9,4,4650,V1,L23,4987
9,3,1972,V1,L4,2115
6,2,1576,V1,L23,1721
6,7,3530,V1,L4,3885
6,4,1838,V1,L23,2014
5,7,4025,V1,L4,4413
6,4,4141,V1,L23,4490
5,7,4907,V1,L4,5395
5,6,2269,V1,L23,2464
5,7,4620,V1,L4,5089
9,4,2203,V1,L23,2377
9,3,4522,V1,L4,4883
6,6,3714,V1,L23,4008
9,3,4970,V1,L4,5377
9,6,4906,V1,L23,5260
6,6,4501,V1,L4,4856
7,5,1562,V1,L23,1722
5,7,4666,V1,L4,5135
8,5,1995,V1,L23,2097
6,4,3808,V1,L4,4142
9,4,5070,V1,L23,5436
7,3,4270,V1,L4,4631
6,6,4487,V1,L23,4839
5,6,4963,V1,L4,5397
6,4,4118,V1,L23,4467
6,2,4397,V1,L4,4759
6,4,2051,V1,L23,2248
5,6,4233,V1,L4,4611
8,5,4767,V1,L23,5018
7,5,6349,V1,L4,7028
7,5,4576,V1,L23,5052
7,3,4613,V1,L4,5009
5,7,4268,V1,L23,4687
6,2,4765,V1,L4,5154
9,6,1621,V1,L23,1753
6,4,4342,V1,L4,4716
9,4,1609,V1,L23,1727
9,3,5267,V1,L4,5693
9,4,7151,V1,L23,7659
7,3,4704,V1,L4,5106
4,7,779,V1,L23,956
4,7,5245,V1,L4,5906
6,4,4519,V1,L23,4899
7,3,4848,V1,L4,5262
6,4,1475,V1,L23,1600
9,3,1647,V1,L4,1775
5,7,1847,V1,L23,2022
5,7,4190,V1,L4,4600
6,4,4472,V1,L23,4852
6,7,3508,V1,L4,3862
6,2,1520,V1,L23,1659
5,7,4354,V1,L4,4784
6,2,2083,V1,L23,2264
7,3,4758,V1,L4,5170
6,6,3650,V1,L23,3943
4,7,5526,V1,L4,6230
5,7,1617,V1,L23,1759
6,2,4081,V1,L4,4427
9,4,7216,V1,L23,7731
9,3,5116,V1,L4,5533
6,7,3394,V1,L23,3738
4,7,5515,V1,L4,6215
6,7,934,V1,L23,1057
5,6,4330,V1,L4,4712
9,6,2288,V1,L23,2451
7,3,4638,V1,L4,5034
6,7,1305,V1,L23,1471
8,5,7910,V1,L4,8405
8,5,1848,V1,L23,1942
6,4,4108,V1,L4,4456
6,2,4266,V1,L23,4618
6,2,4026,V1,L4,4368
6,7,3424,V1,L23,3768
9,3,2074,V1,L4,2229
8,5,5490,V1,L23,5789
4,7,5446,V1,L4,6131
9,4,1734,V1,L23,1859
7,3,4195,V1,L4,4547
7,3,1919,V1,L23,2066
6,6,6460,V1,L4,6977
6,7,3972,V1,L23,4372
9,3,7679,V1,L4,8335
7,5,1655,V1,L23,1821
9,3,6877,V1,L4,7479
6,6,1560,V1,L23,1703
4,7,5212,V1,L4,5870
9,4,2061,V1,L23,2216
5,6,4497,V1,L4,4898
6,7,1218,V1,L23,1367
9,3,7560,V1,L4,8213
7,5,4358,V1,L23,4802
6,2,4839,V1,L4,5235
6,2,4353,V1,L23,4712
6,7,5869,V1,L4,6455
9,4,7257,V1,L23,7777
9,3,7021,V1,L4,7632
6,2,2252,V1,L23,2447
9,3,7628,V1,L4,8282
9,6,1585,V1,L23,1716
6,7,6209,V1,L4,6851
9,4,1920,V1,L23,2067
9,3,4957,V1,L4,5364
9,6,4525,V1,L23,4856
4,7,5416,V1,L4,6092
9,4,7052,V1,L23,7553
9,3,7692,V1,L4,8348
9,6,1568,V1,L23,1696
6,7,5657,V1,L4,6224
9,6,2362,V1,L23,2526
5,7,4304,V1,L4,4729
8,5,1830,V1,L23,1922
6,4,3976,V1,L4,4315
4,7,869,V1,L23,1062
9,3,4827,V1,L4,5221
5,7,2242,V1,L23,2458
8,5,7485,V1,L4,7933
6,6,4211,V1,L23,4537
6,6,6351,V1,L4,6857
8,5,2435,V1,L23,2559
7,3,4142,V1,L4,4490
6,4,1791,V1,L23,1964
7,3,4594,V1,L4,4983
5,6,1777,V1,L23,1922
7,3,4749,V1,L4,5161
4,7,3325,V1,L23,3781
6,2,4030,V1,L4,4372
6,4,3941,V1,L23,4278
7,3,4767,V1,L4,5179
7,3,1822,V1,L23,1964
5,7,3982,V1,L4,4365
6,2,2003,V1,L23,2182
6,7,6023,V1,L4,6633
6,7,3432,V1,L23,3776
9,3,2436,V1,L4,2610
5,6,2052,V1,L23,2241
9,3,4698,V1,L4,5076
9,6,2503,V1,L23,2678
